Her Fearful Symmetry                                          (p=0.1569)  [Fiction, Fantasy, Ghost, Contemporary, Adult]
Devil in a Blue Dress (Easy Rawlins, #1)                      (p=0.1382)  [Mystery, Fiction, Crime, Noir, African Literature]
The Storied Life of A.J. Fikry                                (p=0.1382)  [Fiction, Contemporary, Adult, Literary, Realistic]
W is for Wasted (Kinsey Millhone, #23)                        (p=0.1382)  [Mystery, Fiction, Crime, Adult, Thriller]
Storm Glass (Glass, #1)                                       (p=0.1382)  [Fantasy, Young, Young Adult, Fiction, Paranormal]
How to Build a Girl                                           (p=0.1382)  [Fiction, Feminism, Young, Contemporary, Humor]
The Twelve Chairs                                             (p=0.1382)  [Russian, Classics, Fiction, Humor, Humour]
Hedda Gabler                                                  (p=0.1382)  [Plays, Classics, Drama, Fiction, Theatre]
Rose Daughter                                                 (p=0.1382)  [Fantasy, Fairy Tales, Young, Young Adult, Fiction]
Basket Case                                                   (p=0.1382)  [Mystery, Fiction, Humor, Crime, Funny]
Lords and Ladies (Discworld, #14; Witches #4)                 (p=0.1382)  [Fantasy, Humor, Fiction, Humour, Comedy]
The Dead Key                                                  (p=0.1382)  [Mystery, Thriller, Fiction, Crime, Historical]
Goldfinger (James Bond, #7)                                   (p=0.1382)  [Fiction, Thriller, Spy, Espionage, Adventure]
Vanishing Acts                                                (p=0.1382)  [Fiction, Contemporary, Adult, Chick Lit, Mystery]
City of Glass (The New York Trilogy, #1)                      (p=0.1382)  [Fiction, Mystery, Contemporary, Novel, Literary Fiction]
The Other                                                     (p=0.1382)  [Horror, Fiction, Thriller, Mystery, Gothic]
Sin City, Vol. 3: The Big Fat Kill (Sin City, #3)             (p=0.1382)  [Graphic Novels, Comic, Fiction, Crime, Comics]
Coma                                                          (p=0.1382)  [Thriller, Fiction, Medical, Mystery, Science Fiction]
The Future of Us                                              (p=0.1382)  [Young, Young Adult, Science Fiction, Contemporary, Fiction]
The Prodigal Daughter (Kane & Abel, #2)                       (p=0.1382)  [Fiction, Thriller, Historical, Drama, Novel]
The Stranger                                                  (p=0.1382)  [Mystery, Thriller, Fiction, Crime, Adult]
Exodus                                                        (p=0.1382)  [Historical, Fiction, Classics, Novel, Jewish]
Rosencrantz and Guildenstern Are Dead                         (p=0.1382)  [Plays, Drama, Classics, Fiction, Theatre]
The Complete Poems of Emily Dickinson                         (p=0.1382)  [Classics, Poetry, Fiction, Poem, American]
Norwegian Wood                                                (p=0.1382)  [Fiction, Japanese, Contemporary, Novel, Literary Fiction]
Train to Pakistan                                             (p=0.1382)  [Fiction, Historical, Indian, Classics, Novel]
Daughter                                                      (p=0.1382)  [Thriller, Fiction, Mystery, Crime, Contemporary]
Not Quite Dating (Not Quite, #1)                              (p=0.1382)  [Contemporary, Chick Lit, Fiction, Cowboy, Adult]
Wild Fire (John Corey, #4)                                    (p=0.1382)  [Fiction, Mystery, Thriller, Crime, Action]
Skeleton Crew                                                 (p=0.1382)  [Horror, Short Stories, Fiction, Thriller, Fantasy]
The All-Girl Filling Station's Last Reunion                   (p=0.1382)  [Fiction, Historical, Humor, Southern, Chick Lit]
Chosen at Nightfall (Shadow Falls, #5)                        (p=0.1382)  [Fantasy, Vampires, Paranormal, Young, Young Adult]
The Paris Architect                                           (p=0.1382)  [Historical, Fiction, Wwii, Holocaust, World]
Two Treatises of Government                                   (p=0.1382)  [Philosophy, Political, Politics, Historical, Classics]
The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)  (p=0.1382)  [Fantasy, Young, Young Adult, Fiction, Mythology]
Article 5 (Article 5, #1)                                     (p=0.1382)  [Dystopian, Young, Young Adult, Science Fiction, Fiction]
Planet of the Apes                                            (p=0.1382)  [Fiction, Science Fiction, Classics, Fantasy, French]
Filth                                                         (p=0.1382)  [Fiction, Contemporary, Crime, Novel, Scottish]
Bad Luck and Trouble (Jack Reacher, #11)                      (p=0.1382)  [Thriller, Mystery, Fiction, Crime, Action]
The Six Sacred Stones (Jack West Jr, #2)                      (p=0.1382)  [Action, Fiction, Adventure, Thriller, Mystery]
All You Need Is Kill                                          (p=0.1382)  [Science Fiction, Fiction, Light, Time, War]
Harry Potter and the Deathly Hallows (Harry Potter, #7)       (p=0.1382)  [Fantasy, Young, Fiction, Children, Young Adult]
Much Ado About Nothing                                        (p=0.1382)  [Classics, Plays, Drama, Fiction, Literary Fiction]
Forward the Foundation (Foundation: Prequel #2)               (p=0.1382)  [Science Fiction, Fiction, Fantasy, Classics, Sf]
Ten Apples Up On Top!                                         (p=0.1382)  [Children, Kids, Picture, Fiction, Easy]
Queen of Babble Gets Hitched (Queen of Babble, #3)            (p=0.1382)  [Chick Lit, Fiction, Adult, Contemporary, Chic]
Death Without Company (Walt Longmire, #2)                     (p=0.1382)  [Mystery, Western, Fiction, Crime, Thriller]
The Wind Singer (Wind on Fire, #1)                            (p=0.1382)  [Fantasy, Young Adult, Children, Dystopian, Fiction]
The Bazaar of Bad Dreams                                      (p=0.1382)  [Horror, Short Stories, Fiction, Thriller, Fantasy]
Fever Pitch                                                   (p=0.1381)  [Sport, Fiction, Non, Biography, Memoir]
Lord Brocktree (Redwall, #13)                                 (p=0.1381)  [Fantasy, Children, Fiction, Young, Young Adult]
Eleanor & Park                                                (p=0.1381)  [Young, Young Adult, Contemporary, Fiction, Realistic]
The Ruins                                                     (p=0.1381)  [Horror, Fiction, Thriller, Mystery, Adventure]
The Testament                                                 (p=0.1381)  [Fiction, Legal, Thriller, Mystery, Crime]
The Rainmaker                                                 (p=0.1381)  [Fiction, Thriller, Mystery, Legal, Crime]
Simply Irresistible (Lucky Harbor, #1)                        (p=0.1381)  [Contemporary, Chick Lit, Adult, Small, Fiction]
The Collectors (Camel Club, #2)                               (p=0.1381)  [Thriller, Mystery, Fiction, Crime, Action]
Mother Courage and Her Children                               (p=0.1381)  [Plays, Drama, Classics, German, Theatre]
Seeds of Yesterday (Dollanganger, #4)                         (p=0.1381)  [Fiction, Young, Horror, Thriller, Gothic]
Coyote Blue                                                   (p=0.1381)  [Humor, Fiction, Fantasy, Comedy, Humour]
Luck in the Shadows (Nightrunner, #1)                         (p=0.1381)  [LGBTQ, M, Fiction, Fantasy, Mm]
Tangerine                                                     (p=0.1381)  [Young, Young Adult, Realistic, Fiction, Sport]
Plum Island (John Corey, #1)                                  (p=0.1381)  [Fiction, Thriller, Mystery, Crime, Action]
Batman: The Dark Knight Returns #1                            (p=0.1381)  [Comic, Graphic Novels, Fiction, Comics, Superhero]
Forgive Me, Leonard Peacock                                   (p=0.1381)  [Young, Young Adult, Contemporary, Fiction, Realistic]
The Twelfth Card (Lincoln Rhyme, #6)                          (p=0.1381)  [Mystery, Thriller, Crime, Fiction, Krimi]
The Dead of Night (Tomorrow, #2)                              (p=0.1381)  [Young, Young Adult, Dystopian, Fiction, War]
Britt-Marie Was Here                                          (p=0.1381)  [Fiction, Contemporary, Adult, Humor, Novel]
The Alibi                                                     (p=0.1381)  [Mystery, Thriller, Fiction, Contemporary, Crime]
Love Hina, Vol. 01                                            (p=0.1381)  [Manga, Graphic Novels, Comic, Fiction, Comedy]
The Beach                                                     (p=0.1381)  [Fiction, Travel, Thriller, Contemporary, Adventure]
Lord of the Flies                                             (p=0.1381)  [Classics, Fiction, Young, Dystopian, Literary Fiction]
Enchanters' End Game (The Belgariad, #5)                      (p=0.1381)  [Fantasy, Fiction, Epic, High, Science Fiction]
The Magicians' Guild (Black Magician Trilogy, #1)             (p=0.1381)  [Fantasy, Fiction, High, Epic, Adventure]
Will Grayson, Will Grayson                                    (p=0.1381)  [Young, Young Adult, LGBTQ, Contemporary, Fiction]
Tintin in the Land of the Soviets (Tintin #1)                 (p=0.1381)  [Comic, Graphic Novels, Children, Comics, Fiction]
Secrets of a Summer Night (Wallflowers, #1)                   (p=0.1381)  [Historical, Regency, Adult, Romance, Fiction]
The Pilgrim's Progress                                        (p=0.1381)  [Classics, Christian, Fiction, Religion, Spirituality]
Bone Gap                                                      (p=0.1381)  [Fantasy, Young, Young Adult, Mystery, Fiction]
16 Lighthouse Road (Cedar Cove, #1)                           (p=0.1381)  [Fiction, Chick Lit, Contemporary, Adult, Womens]
Collected Poems                                               (p=0.1381)  [Poetry, British, Classics, Fiction, Brit]
Second Treatise of Government                                 (p=0.1381)  [Philosophy, Politics, Political, Non, Classics]
Day 21 (The 100, #2)                                          (p=0.1381)  [Dystopian, Science Fiction, Young, Young Adult, Fiction]
Another Brooklyn                                              (p=0.1381)  [Fiction, Historical, Adult, Coming, Young]
A Suitable Boy (A Suitable Boy, #1)                           (p=0.1381)  [Fiction, Historical, Indian, Novel, Classics]
Cursor's Fury (Codex Alera, #3)                               (p=0.1381)  [Fantasy, Fiction, Epic, High, Science Fiction]
Right Ho, Jeeves (Jeeves, #6)                                 (p=0.1381)  [Fiction, Humor, Classics, Humour, Comedy]
The Pearl That Broke Its Shell                                (p=0.1381)  [Fiction, Historical, Contemporary, Adult, Literary]
Leaves of Grass                                               (p=0.1381)  [Classics, Fiction, Literary Fiction, American, Poetry]
Cutting for Stone                                             (p=0.1381)  [Fiction, Historical, Adult, Contemporary, Medicine]
Barefoot                                                      (p=0.1381)  [Chick Lit, Fiction, Beach, Contemporary, Adult]
Radiant Angel (John Corey, #7)                                (p=0.1381)  [Thriller, Fiction, Mystery, Action, Crime]
Palace Walk (The Cairo Trilogy #1)                            (p=0.1381)  [Fiction, Historical, Egypt, Novel, Arab]
Fine Things                                                   (p=0.1381)  [Fiction, Chick Lit, Adult, Contemporary, Romance]
The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)  (p=0.1381)  [Fantasy, Young, Young Adult, Fiction, Mythology]
Magyk (Septimus Heap, #1)                                     (p=0.1381)  [Fantasy, Young, Children, Young Adult, Fiction]
Death of Kings (The Saxon Stories, #6)                        (p=0.1381)  [Historical, Fiction, Viking, Medieval, Fantasy]
Blood Song (Raven's Shadow, #1)                               (p=0.1381)  [Epic, Fantasy, Fiction, High, Adult]
Everything's Eventual: 14 Dark Tales                          (p=0.1381)  [Horror, Short Stories, Fiction, Thriller, Fantasy]
One, Two, Buckle My Shoe (Hercule Poirot, #22)                (p=0.1381)  [Mystery, Crime, Fiction, Classics, Murder]
Going Rogue: An American Life                                 (p=0.1381)  [Biography, Politics, Non, Memoir, Non-Fict]
Faithful Place (Dublin Murder Squad, #3)                      (p=0.1381)  [Mystery, Fiction, Crime, Thriller, Adult]
The Millennium Trilogy (Millennium Trilogy, #1-3)             (p=0.1381)  [Crime, Mystery, Thriller, Fiction, Contemporary]
The Education of Little Tree                                  (p=0.1381)  [Fiction, Historical, Classics, Children, Young]
Blue Labyrinth (Pendergast, #14)                              (p=0.1381)  [Thriller, Mystery, Fiction, Crime, Action]
Steel Magnolias (DPS Acting Edition)                          (p=0.1381)  [Plays, Drama, Fiction, Theatre, Southern]
House of Leaves                                               (p=0.1381)  [Horror, Fiction, Fantasy, Mystery, Thriller]
The Aeronaut's Windlass (The Cinder Spires, #1)               (p=0.1381)  [Fantasy, Steampunk, Science Fiction, Fiction, Adventure]
Rich Man, Poor Man                                            (p=0.1381)  [Fiction, Classics, Historical, Novel, Contemporary]
Three Dark Crowns (Three Dark Crowns, #1)                     (p=0.1381)  [Fantasy, Young, Young Adult, Fiction, High]
Caught                                                        (p=0.1381)  [Mystery, Thriller, Fiction, Crime, Adult]
Betrayed (House of Night, #2)                                 (p=0.1381)  [Young Adult, Supernatural, Vampires, Fantasy, Fiction]
Anastasia Krupnik (Anastasia Krupnik, #1)                     (p=0.1381)  [Children, Fiction, Young, Kids, Middle]
Reviving Ophelia: Saving the Selves of Adolescent Girls       (p=0.1381)  [Education, Feminist, Psychology, Social, Non]
Dash & Lily's Book of Dares (Dash & Lily, #1)                 (p=0.1381)  [Young, Young Adult, Contemporary, Christmas, Fiction]
Alice's Adventures in Wonderland & Through the Looking-Glass  (p=0.1381)  [Classics, Children, Fantasy, Fiction, Young]
By the Sword (Valdemar)                                       (p=0.1381)  [Fantasy, Fiction, Science Fiction, High, Epic]
Lust for Life                                                 (p=0.1381)  [Historical, Biography, Art, Fiction, Classics]
Post Office                                                   (p=0.1381)  [Fiction, Classics, Novel, Literary Fiction, American]
Paper Girls, Vol. 1 (Paper Girls, #1)                         (p=0.1381)  [Graphic Novels, Comic, Science Fiction, Comics, Fiction]
Heretic (The Grail Quest, #3)                                 (p=0.1381)  [Historical, Fiction, Medieval, Fantasy, Adventure]
So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)  (p=0.1381)  [Science Fiction, Fiction, Humor, Fantasy, Humour]
The Hand That First Held Mine                                 (p=0.1381)  [Fiction, Historical, Contemporary, Family, Adult]
One Day in the Life of Ivan Denisovich                        (p=0.1381)  [Classics, Fiction, Russian, Historical, Literary Fiction]
The Graveyard Book                                            (p=0.1381)  [Fantasy, Young, Children, Fiction, Young Adult]
Magic's Price (Valdemar: Last Herald-Mage #3)                 (p=0.1381)  [Fantasy, LGBTQ, Fiction, M, Science Fiction]
The Uncommon Reader                                           (p=0.1381)  [Fiction, Humor, Contemporary, Humour, Novella]
The Long Winter (Little House, #6)                            (p=0.1381)  [Children, Historical, Classics, Fiction, Young]
Towers of Midnight (Wheel of Time, #13)                       (p=0.1381)  [Fantasy, Epic, Fiction, High, Science Fiction]
Unlucky 13 (Women’s Murder Club, #13)                         (p=0.1381)  [Mystery, Thriller, Fiction, Crime, Murder]
By the Shores of Silver Lake  (Little House, #5)              (p=0.1381)  [Children, Historical, Classics, Fiction, Young]
Lord Edgware Dies (Hercule Poirot, #9)                        (p=0.1381)  [Mystery, Crime, Fiction, Classics, Thriller]
Ruby Holler                                                   (p=0.1381)  [Children, Realistic, Young, Fiction, Middle]
And Then There Were None                                      (p=0.1381)  [Mystery, Classics, Fiction, Crime, Thriller]
The Postcard Killers                                          (p=0.1381)  [Mystery, Fiction, Crime, Thriller, Adult]
The Night Is for Hunting (Tomorrow, #6)                       (p=0.1381)  [Young, Young Adult, Dystopian, Fiction, War]
The Black Company (The Chronicles of the Black Company, #1)   (p=0.1381)  [Fantasy, Dark, Epic, Military, Science Fiction]
The Earth, My Butt, and Other Big Round Things                (p=0.1381)  [Young, Young Adult, Realistic, Teen, Fiction]
The Man Who Smiled (Kurt Wallander, #4)                       (p=0.1381)  [Mystery, Crime, Scandinavian, Thriller, Fiction]
The Shop on Blossom Street (Blossom Street, #1)               (p=0.1381)  [Fiction, Chick Lit, Contemporary, Adult, Friendship]
One Day at Horrorland (Goosebumps, #16)                       (p=0.1381)  [Children, Goosebumps, Horror, Fiction, Young]
Carter Beats the Devil                                        (p=0.1381)  [Fiction, Historical, Fantasy, Mystery, Novel]
Maniac Magee                                                  (p=0.1381)  [Children, Young, Fiction, Realistic, Young Adult]
World War Z: An Oral History of the Zombie War                (p=0.1381)  [Horror, Science Fiction, Fiction, Zombies, Dystopian]
Relic (Pendergast, #1)                                        (p=0.1381)  [Thriller, Horror, Mystery, Fiction, Science Fiction]
Manuscript Found in Accra                                     (p=0.1381)  [Fiction, Historical, Philosophy, Spirituality, Novel]
Stay Close                                                    (p=0.1381)  [Mystery, Thriller, Fiction, Crime, Adult]
Glengarry Glen Ross                                           (p=0.1381)  [Plays, Drama, Fiction, Théâtre, Theatre]
The Arabian Nights                                            (p=0.1381)  [Classics, Fiction, Fantasy, Short Stories, Fairy Tales]
Emily Climbs (Emily, #2)                                      (p=0.1381)  [Classics, Children, Young, Fiction, Historical]
Spindle's End                                                 (p=0.1381)  [Fantasy, Fairy Tales, Young, Young Adult, Fiction]
Rebecca                                                       (p=0.1381)  [Classics, Fiction, Mystery, Gothic, Historical]
The Struggle (The Vampire Diaries, #2)                        (p=0.1381)  [Vampires, Young, Fantasy, Paranormal, Young Adult]
A Head Full of Ghosts                                         (p=0.1381)  [Horror, Fiction, Thriller, Mystery, Paranormal]
The Rogue (Traitor Spy Trilogy, #2)                           (p=0.1381)  [Fantasy, Fiction, High, Epic, Young]
The Poetry of Robert Frost (Collected Poems, Complete & Unabridged)  (p=0.1380)  [Poetry, Classics, Fiction, Literary Fiction, Poem]
The Thorn Birds                                               (p=0.1380)  [Historical, Fiction, Adult, Classics, Epic]
The Zahir                                                     (p=0.1380)  [Novel, Fiction, Philosophy, Spirituality, Contemporary]
Private #1 Suspect (Private, #2)                              (p=0.1380)  [Mystery, Thriller, Fiction, Crime, Murder]
Beachcombers                                                  (p=0.1380)  [Chick Lit, Fiction, Beach, Contemporary, Family]
The Breadwinner (The Breadwinner, #1)                         (p=0.1380)  [Children, Historical, Young, Fiction, Realistic]
The Other Daughter                                            (p=0.1380)  [Mystery, Thriller, Fiction, Crime, Adult]
Anne of Ingleside (Anne of Green Gables, #6)                  (p=0.1380)  [Classics, Children, Fiction, Young, Historical]
The Brothers Lionheart                                        (p=0.1380)  [Children, Fantasy, Classics, Fiction, Scandinavian]
Chasing the Dime                                              (p=0.1380)  [Mystery, Crime, Thriller, Fiction, Procedural]
A Caribbean Mystery (Miss Marple, #10)                        (p=0.1380)  [Mystery, Crime, Fiction, Classics, Murder]
Gideon's Sword (Gideon Crew, #1)                              (p=0.1380)  [Thriller, Mystery, Fiction, Action, Adventure]
Prince of Fire (Gabriel Allon, #5)                            (p=0.1380)  [Thriller, Mystery, Spy, Fiction, Espionage]
Apt Pupil                                                     (p=0.1380)  [Horror, Fiction, Thriller, Short Stories, Mystery]
North and South (North and South, #1)                         (p=0.1380)  [Historical, Fiction, Civil, Classics, War]
Dawn of Wonder (The Wakening, #1)                             (p=0.1380)  [Fantasy, Epic, Fiction, Young, Adventure]
The Dogs of War                                               (p=0.1380)  [Fiction, Thriller, War, Military, Action]
First to Kill (Nathan McBride, #1)                            (p=0.1380)  [Thriller, Fiction, Mystery, Action, Military]
The Signature of All Things                                   (p=0.1380)  [Historical, Fiction, Adult, Novel, Science Fiction]
The Girl In The Ice (Detective Erika Foster, #1)              (p=0.1380)  [Mystery, Thriller, Crime, Fiction, Adult]
The Girl Who Chased the Moon                                  (p=0.1380)  [Fantasy, Fiction, Chick Lit, Contemporary, Adult]
What We Keep                                                  (p=0.1380)  [Fiction, Contemporary, Chick Lit, Women, Adult]
Tempt Me at Twilight (The Hathaways, #3)                      (p=0.1380)  [Historical, Regency, Adult, Romance, Fiction]
P is for Peril (Kinsey Millhone, #16)                         (p=0.1380)  [Mystery, Fiction, Crime, Thriller, Murder]
The Art of Hearing Heartbeats                                 (p=0.1380)  [Fiction, Historical, Adult, Contemporary, Romance]
Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)  (p=0.1380)  [Young, Young Adult, Humor, Chick Lit, Fiction]
Belinda                                                       (p=0.1380)  [Fiction, Erotica, Adult, Erotic, Contemporary]
Cross Country (Alex Cross, #14)                               (p=0.1380)  [Mystery, Thriller, Fiction, Crime, Adult]
Wonderstruck                                                  (p=0.1380)  [Children, Graphic Novels, Historical, Fiction, Young]
The Carrie Diaries (The Carrie Diaries, #1)                   (p=0.1380)  [Chick Lit, Young, Young Adult, Fiction, Contemporary]
Dark River (Warriors: Power of Three, #2)                     (p=0.1380)  [War, Fantasy, Anime, Children, Fiction]
The Associate                                                 (p=0.1380)  [Fiction, Thriller, Legal, Mystery, Crime]
Bridge to Haven                                               (p=0.1380)  [Christian, Historical, Fiction, Inspirational, Adult]
A Week to Be Wicked (Spindle Cove, #2)                        (p=0.1380)  [Historical, Regency, Adult, Romance, Fiction]
Fangirl                                                       (p=0.1380)  [Young, Young Adult, Contemporary, Fiction, Realistic]
After We Fell (After, #3)                                     (p=0.1380)  [New, Contemporary, Young, Fiction, Young Adult]
The Interpretation of Dreams                                  (p=0.1380)  [Psychology, Philosophy, Classics, Science Fiction, Non-Fict]
Pnin                                                          (p=0.1380)  [Fiction, Russian, Classics, Novel, Literary Fiction]
The Mystery of the Blue Train (Hercule Poirot, #6)            (p=0.1380)  [Mystery, Crime, Fiction, Classics, Murder]
The Trespasser (Dublin Murder Squad #6)                       (p=0.1380)  [Mystery, Fiction, Crime, Thriller, Adult]
Close Range                                                   (p=0.1380)  [Short Stories, Fiction, Western, LGBTQ, Contemporary]
The Farseer Trilogy (Farseer Trilogy #1-3)                    (p=0.1380)  [Fantasy, Fiction, Epic, High, Assassin]
The Martian Chronicles                                        (p=0.1380)  [Science Fiction, Fiction, Classics, Short Stories, Fantasy]
Gone (Gone, #1)                                               (p=0.1380)  [Dystopian, Young, Science Fiction, Young Adult, Fiction]
The Bourne Identity (Jason Bourne, #1)                        (p=0.1380)  [Thriller, Fiction, Mystery, Spy, Action]
Nostromo                                                      (p=0.1380)  [Classics, Fiction, Literary Fiction, Novel, Adventure]
Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)  (p=0.1380)  [Fantasy, Fiction, Epic, High, Adventure]
Eeny Meeny (Helen Grace, #1)                                  (p=0.1380)  [Thriller, Crime, Mystery, Fiction, Adult]
Legion (Legion, #1)                                           (p=0.1380)  [Fantasy, Science Fiction, Fiction, Short Stories, Mystery]
Metro Girl (Alex Barnaby, #1)                                 (p=0.1380)  [Mystery, Chick Lit, Fiction, Humor, Contemporary]
Books of Blood: Volumes One to Three (Books of Blood #1-3)    (p=0.1380)  [Horror, Short Stories, Fiction, Fantasy, Anthology]
The Temple of My Familiar                                     (p=0.1380)  [Fiction, African Literature, Feminism, Fantasy, Classics]
Darkfall                                                      (p=0.1380)  [Thriller, Fiction, Mystery, Supernatural, Horror]
The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)  (p=0.1380)  [Historical, Fiction, Adult, War, Tudor]
Blood of the Fold (Sword of Truth, #3)                        (p=0.1380)  [Fantasy, Fiction, Epic, Science Fiction, High]
A Monster Calls                                               (p=0.1380)  [Fantasy, Young Adult, Fiction, Horror, Young]
New Moon (Twilight, #2)                                       (p=0.1380)  [Young, Fantasy, Vampires, Young Adult, Fiction]
Pay It Forward                                                (p=0.1380)  [Fiction, Contemporary, Inspirational, Adult, Novel]
Of Human Bondage                                              (p=0.1380)  [Classics, Fiction, Literary Fiction, Novel, Literary]
The City and the Stars                                        (p=0.1380)  [Science Fiction, Fiction, Sf, Classics, Dystopian]
Midnight for Charlie Bone (The Children of the Red King, #1)  (p=0.1380)  [Children, Young, Fantasy, Fiction, Young Adult]
Phantoms                                                      (p=0.1380)  [Horror, Thriller, Fiction, Science Fiction, Mystery]
The Death of Superman                                         (p=0.1380)  [Graphic Novels, Comic, Superhero, Comics, Fiction]
The Heist (Fox and O'Hare, #1)                                (p=0.1380)  [Mystery, Fiction, Thriller, Crime, Humor]
Gnomes                                                        (p=0.1380)  [Fantasy, Art, Children, Fiction, Non]
Hercule Poirot's Christmas (Hercule Poirot, #20)              (p=0.1380)  [Mystery, Crime, Fiction, Christmas, Classics]
The Seagull                                                   (p=0.1380)  [Drama, Russian, Classics, Theater, 19Th]
Halo: The Fall of Reach                                       (p=0.1380)  [Science Fiction, Halo, Fiction, Military, Video]
Blood Meridian, or the Evening Redness in the West            (p=0.1380)  [Fiction, Historical, Western, Classics, Literary Fiction]
Nancy Drew: #1-64                                             (p=0.1380)  [Children, Mystery, Classics, Young, Fiction]
Buddenbrooks: The Decline of a Family                         (p=0.1380)  [Classics, German, Fiction, Historical, Literary Fiction]
Pollyanna (Pollyanna, #1)                                     (p=0.1380)  [Children, Classics, Fiction, Young, Historical]
White Night (The Dresden Files, #9)                           (p=0.1380)  [Fantasy, Urban Fiction, Mystery, Fiction, Science Fiction]
Home Again                                                    (p=0.1380)  [Fiction, Chick Lit, Contemporary, Women, Adult]
The Gate House                                                (p=0.1380)  [Mystery, Fiction, Thriller, Crime, Mafia]
Dodger                                                        (p=0.1380)  [Historical, Young, Fiction, Young Adult, Humor]
Shadow's Edge (Night Angel, #2)                               (p=0.1380)  [Fantasy, Fiction, Epic, Assassin, High]
Beach Music                                                   (p=0.1380)  [Fiction, Southern, Contemporary, Novel, Adult]
Frindle                                                       (p=0.1380)  [Children, Realistic, Fiction, Kids, Middle]
Nights in Rodanthe                                            (p=0.1380)  [Fiction, Chick Lit, Adult, Contemporary, Romance]
Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)    (p=0.1380)  [Children, Mystery, Kids, Fiction, Young]
Cleopatra: A Life                                             (p=0.1380)  [Historical, Biography, Non, Ancient, Egypt]
Hatchet (Brian's Saga, #1)                                    (p=0.1380)  [Young, Children, Fiction, Adventure, Young Adult]
The Sugar Queen                                               (p=0.1380)  [Fantasy, Fiction, Chick Lit, Contemporary, Adult]
The Light Fantastic (Discworld, #2; Rincewind #2)             (p=0.1380)  [Fantasy, Humor, Fiction, Humour, Comedy]
The Invasion of the Tearling (The Queen of the Tearling, #2)  (p=0.1380)  [Fantasy, Dystopian, Young, Young Adult, Fiction]
Journey to the Center of the Earth (Extraordinary Voyages, #3)  (p=0.1380)  [Classics, Science Fiction, Fiction, Adventure, Fantasy]
The Story of a New Name (The Neapolitan Novels #2)            (p=0.1380)  [Fiction, Historical, Novel, Contemporary, Literary]
Lemony Snicket: The Unauthorized Autobiography (A Series of Unfortunate Events companion)  (p=0.1380)  [Children, Fiction, Young, Humor, Mystery]
Mine Till Midnight (The Hathaways, #1)                        (p=0.1380)  [Historical, Regency, Adult, Romance, Fiction]
The Matchmaker                                                (p=0.1380)  [Fiction, Chick Lit, Beach, Adult, Contemporary]
Ethan Frome and Other Short Fiction                           (p=0.1380)  [Classics, Fiction, Short Stories, Literary Fiction, American]
Tell Me Your Dreams                                           (p=0.1380)  [Thriller, Novel, Fiction, Mystery, Adult]
Mystery (Alex Delaware, #26)                                  (p=0.1380)  [Mystery, Thriller, Fiction, Crime, Adult]
Death in the Clouds (Hercule Poirot, #12)                     (p=0.1380)  [Mystery, Crime, Fiction, Classics, Murder]
The Importance of Being Earnest                               (p=0.1380)  [Classics, Plays, Fiction, Drama, Humor]
Othello                                                       (p=0.1380)  [Classics, Plays, Drama, Fiction, Literary Fiction]
The Astronaut Wives Club                                      (p=0.1380)  [Non, Historical, Non-Fict, Biography, Memoir]
Between the Lines (Between the Lines, #1)                     (p=0.1380)  [Fantasy, Young, Young Adult, Fairy Tales, Fiction]
Midnight in the Garden of Good and Evil                       (p=0.1379)  [Non, Non-Fict, Fiction, Mystery, True]
Mini Shopaholic (Shopaholic, #6)                              (p=0.1379)  [Chick Lit, Fiction, Contemporary, Humor, Adult]
Cometh the Hour (The Clifton Chronicles, #6)                  (p=0.1379)  [Fiction, Historical, Archer, Family, Adult]
An Offer From a Gentleman (Bridgertons, #3)                   (p=0.1379)  [Historical, Regency, Adult, Romance, Fiction]
Look Again                                                    (p=0.1379)  [Mystery, Fiction, Thriller, Adult, Adoption]
The Railway Children                                          (p=0.1379)  [Children, Classics, Fiction, Kids, Historical]
A Good Man is Hard to Find and Other Stories                  (p=0.1379)  [Fiction, Classics, Southern, Short Stories, Literary Fiction]
E is for Evidence (Kinsey Millhone, #5)                       (p=0.1379)  [Mystery, Fiction, Crime, Thriller, Adult]
Mosquitoland                                                  (p=0.1379)  [Young, Young Adult, Contemporary, Fiction, Realistic]
One Step Behind  (Kurt Wallander, #7)                         (p=0.1379)  [Mystery, Crime, Fiction, Scandinavian, Thriller]
Graffiti Moon                                                 (p=0.1379)  [Young, Young Adult, Contemporary, Realistic, Fiction]
Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)  (p=0.1379)  [Fantasy, Urban Fiction, Short Stories, Fiction, Mystery]
Ladies' Night                                                 (p=0.1379)  [Chick Lit, Fiction, Southern, Contemporary, Adult]
The Tale of the Body Thief (The Vampire Chronicles, #4)       (p=0.1379)  [Vampires, Fantasy, Fiction, Paranormal, Supernatural]
The Coffin Dancer (Lincoln Rhyme, #2)                         (p=0.1379)  [Mystery, Thriller, Crime, Fiction, Forensic]
